<frozen runpy>:128: RuntimeWarning: 'src.experiments.run_experiment' found in sys.modules after import of package 'src.experiments', but prior to execution of 'src.experiments.run_experiment'; this may result in unpredictable behaviour
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1773233546.478651 3906440 gpu_device.cc:2020] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 20831 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 3090, pci bus id: 0000:01:00.0, compute capability: 8.6
I0000 00:00:1773233546.510389 3906440 cuda_solvers.cc:175] Creating GpuSolver handles for stream 0x1fde5520
WARNING:tensorflow:From /home/haowu/JPML/code/.venv/lib/python3.12/site-packages/tensorflow/python/util/deprecation.py:660: calling map_fn_v2 (from tensorflow.python.ops.map_fn) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Use fn_output_signature instead
Creating model: src.models.stochastic_volatility_2d.StochasticVolatility2DModel
Generating 500 time steps...
Creating filter: UnscentedKalmanFilter
Initialized UnscentedKalmanFilter with sampled initial state from model distribution
Running UnscentedKalmanFilter...
[2026-03-11 20:52:30,856][tensorflow][WARNING] - From /home/haowu/JPML/code/.venv/lib/python3.12/site-packages/tensorflow/python/util/deprecation.py:660: calling map_fn_v2 (from tensorflow.python.ops.map_fn) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Use fn_output_signature instead

  Step 229/500 | 15.2 ms | elapsed 6.25s
  Step 230/500 | 15.1 ms | elapsed 6.26s
  Step 231/500 | 15.2 ms | elapsed 6.28s
  Step 232/500 | 15.4 ms | elapsed 6.29s
  Step 233/500 | 14.7 ms | elapsed 6.31s
  Step 234/500 | 16.7 ms | elapsed 6.33s
  Step 235/500 | 16.5 ms | elapsed 6.34s
  Step 236/500 | 17.0 ms | elapsed 6.36s
  Step 237/500 | 13.8 ms | elapsed 6.37s
  Step 238/500 | 16.8 ms | elapsed 6.39s
  Step 239/500 | 18.3 ms | elapsed 6.41s
  Step 240/500 | 17.1 ms | elapsed 6.43s
  Step 241/500 | 17.9 ms | elapsed 6.44s
  Step 242/500 | 16.5 ms | elapsed 6.46s
  Step 243/500 | 17.3 ms | elapsed 6.48s
  Step 244/500 | 17.3 ms | elapsed 6.49s
  Step 245/500 | 15.3 ms | elapsed 6.51s
  Step 246/500 | 15.2 ms | elapsed 6.53s
  Step 247/500 | 15.4 ms | elapsed 6.54s
  Step 248/500 | 16.3 ms | elapsed 6.56s
  Step 249/500 | 16.4 ms | elapsed 6.57s
  Step 250/500 | 19.4 ms | elapsed 6.59s
  Step 251/500 | 18.2 ms | elapsed 6.61s
  Step 252/500 | 19.1 ms | elapsed 6.63s
  Step 253/500 | 18.9 ms | elapsed 6.65s
  Step 254/500 | 17.8 ms | elapsed 6.67s
  Step 255/500 | 19.2 ms | elapsed 6.69s
  Step 256/500 | 19.4 ms | elapsed 6.71s
  Step 257/500 | 21.8 ms | elapsed 6.73s
  Step 258/500 | 20.2 ms | elapsed 6.75s
  Step 259/500 | 23.2 ms | elapsed 6.77s
  Step 260/500 | 23.3 ms | elapsed 6.79s
  Step 261/500 | 21.9 ms | elapsed 6.82s
  Step 262/500 | 22.9 ms | elapsed 6.84s
  Step 263/500 | 22.6 ms | elapsed 6.86s
  Step 264/500 | 24.6 ms | elapsed 6.89s
  Step 265/500 | 23.2 ms | elapsed 6.91s
  Step 266/500 | 23.3 ms | elapsed 6.93s
  Step 267/500 | 24.4 ms | elapsed 6.96s
  Step 268/500 | 24.7 ms | elapsed 6.98s
  Step 269/500 | 24.5 ms | elapsed 7.01s
  Step 270/500 | 25.7 ms | elapsed 7.03s
  Step 271/500 | 21.9 ms | elapsed 7.05s
  Step 272/500 | 24.1 ms | elapsed 7.08s
  Step 273/500 | 24.2 ms | elapsed 7.10s
  Step 274/500 | 24.6 ms | elapsed 7.13s
  Step 275/500 | 26.2 ms | elapsed 7.15s
  Step 276/500 | 27.5 ms | elapsed 7.18s
  Step 277/500 | 27.6 ms | elapsed 7.21s
  Step 278/500 | 27.2 ms | elapsed 7.23s
  Step 279/500 | 26.4 ms | elapsed 7.26s
  Step 280/500 | 26.2 ms | elapsed 7.29s
  Step 281/500 | 24.8 ms | elapsed 7.31s
  Step 282/500 | 27.6 ms | elapsed 7.34s
  Step 283/500 | 24.2 ms | elapsed 7.36s
